corona_filter;others_infected;corona_income_1;gender;leftright;country;news_avoid_c;intentional_news_c;misinfo_c;disinfo_c;education_new;age4;dummy_dismis;compliance
3;2;0;1;11;3;1;7;4;4;3;33; ;6,7142858505249
3;2;30;2;2;3;2;4;3;2;2;29;0;6,57142877578735
3;2;100;1;6;3;1;6;2;1,5;1;63;0;6,7142858505249
3;2;0;2;8;3;1;5;6;5;2;65;0;5,57142877578735
4;2;99;2;6;3;4;4;3;4,5;2;43;1;5,7142858505249
3;2;0;2;6;3;1;7;3;4;1;35;1;6,7142858505249
3;2;100;1;6;3;7;1;4;3,5;1;45;0;4
3;2;0;2;5;3;1;7;5;3,5;2;48;0;7
3;2;1;2;8;3;1;7;7;4;3;55;0;7
3;2;38;1;3;3;2;6;5,5;6,5;3;47;1;7
3;2;9;2;6;3;6;6;6;6;2;32; ;5,42857122421265
2;3;61;2;6;3;1;5;5,5;6;2;23;1;7
3;2;0;2;4;3;1;7;5,5;6;2;28;1;6,57142877578735
3;2;1;2;7;3;1;7;5;3;3;56;0;6,57142877578735
3;2;100;1;6;3;5;2;6;4;2;32;0;7
3;2;0;2;6;3;1;5;3,5;3,5;1;54; ;6,14285707473755
3;2;56;1;3;3;4;5;7;7;3;65; ;7
3;2;1;1;9;3;1;5;4,5;2,5;2;49;0;5,57142877578735
3;2;1;1;5;3;3;3;5,5;2,5;3;56;0;6,57142877578735
3;2;70;2;1;3;4;4;7;7;3;45; ;7
3;2;82;1;5;3;4;5;5,5;5;3;51;0;6,57142877578735
3;2;0;1;8;3;1;7;6,5;4,5;3;58;0;6,85714292526245
3;2;0;2;6;3;2;4;6,5;4,5;1;48;0;6
3;2;50;1;6;3;7;1;5,5;4;3;31;0;5,7142858505249
3;2;0;2;6;3;3;5;6;4;2;45;0;5,2857141494751
3;2;0;1;6;3;1;7;3,5;5,5;2;46;1;7
3;2;32;2;6;3;2;4;5;6;3;55;1;4,42857122421265
3;2;50;1;6;3;3;7;6;6;2;52; ;6,57142877578735
3;2;1;2;8;3;1;5;5;2,5;3;61;0;4,42857122421265
3;2;1;2;5;3;2;5;5,5;4;1;62;0;6,57142877578735
3;2;3;1;1;3;1;7;5;3;2;60;0;5,7142858505249
3;2;72;1;6;3;1;7;5;4;3;61;0;5,7142858505249
2;1;1;1;3;3;2;6;5;4;1;61;0;6,42857122421265
2;1;14;1;7;3;2;4;2,5;3;3;36;1;5,57142877578735
3;2;0;1;3;3;5;5;5,5;3;1;63;0;7
3;2;52;2;6;3;1;7;4,5;3;3;41;0;7
3;2;0;2;9;3;3;6;4,5;3;2;63;0;6,57142877578735
3;2;1;1;1;3;3;4;5;5,5;2;64;1;6,85714292526245
3;2;0;2;11;3;7;1;7;7;3;45; ;1
2;2;81;1;6;3;5;3;6,5;6;2;29;0;5
3;2;21;1;6;3;2;6;4,5;4;2;53;0;6,2857141494751
3;2;62;2;4;3;2;3;5;4,5;2;62;0;6
3;2;25;1;7;3;5;3;4,5;4,5;1;64; ;4,14285707473755
3;2;0;1;7;3;2;6;5;3;3;41;0;6,85714292526245
3;2;0;2;6;3;1;3;6,5;4,5;2;30;0;7
3;1;100;1;6;3;1;7;6;7;3;49;1;7
3;2;93;1;6;3;1;6;4,5;2,5;2;52;0;6,7142858505249
3;2;0;2;8;3;3;4;4,5;4,5;2;47; ;4,7142858505249
3;1;30;2;5;3;2;6;4;1,5;2;39;0;7
3;2;1;1;6;3;1;7;7;7;2;45; ;7
3;2;100;2;6;3;3;5;6,5;6;1;31;0;5,2857141494751
3;1;0;2;4;3;1;6;7;4;2;43;0;6,14285707473755
3;2;10;1;5;3;1;7;4;3;2;52;0;6,14285707473755
3;2;80;1;8;3;1;7;7;6;1;60;0;5,2857141494751
3;2;10;2;6;3;1;7;5,5;6;2;60;1;7
3;2;73;1;6;3;1;6;4;4;2;36; ;7
3;2;1;1;4;3;4;5;4,5;5;3;25;1;5,14285707473755
3;1;2;1;4;3;5;3;7;7;2;59; ;6,57142877578735
3;2;8;2;6;3;2;6;5;4;2;66;0;6,85714292526245
3;2;1;1;1;3;1;1;7;7;2;59; ;6,14285707473755
3;2;0;2;7;3;3;3;5,5;3,5;2;56;0;7
3;2;0;2;6;3;1;7;3,5;1;3;24;0;7
3;2;0;2;3;3;1;4;4;7;1;52;1;7
3;2;74;2;3;3;1;7;5;4;3;36;0;7
3;2;0;2;8;3;1;6;3,5;4,5;2;64;1;7
3;2;19;2;7;3;3;5;5,5;5;2;49;0;6,57142877578735
3;2;0;2;9;3;1;7;1,5;2,5;2;52;1;7
3;2;2;1;6;3;4;5;2,5;3;3;37;1;6,42857122421265
3;1;70;1;9;3;1;4;5;3,5;3;59;0;6
3;2;0;2;6;3;2;2;4,5;5;1;45;1;6,14285707473755
3;1;4;1;1;3;4;2;4,5;4,5;1;50; ;3,57142853736877
3;2;0;2;9;3;5;1;5;5;2;59; ;3,71428561210632
3;2;0;2;7;3;4;1;5,5;5,5;3;50; ;6,14285707473755
3;2;14;1;4;3;5;3;4,5;5;2;33;1;5,14285707473755
3;2;50;1;4;3;4;4;5;3,5;2;45;0;6,85714292526245
3;2;100;1;6;3;1;7;5,5;3,5;1;57;0;7
3;2;17;1;7;3;1;7;4;4;2;52; ;6,85714292526245
3;2;0;1;8;3;5;6;5,5;5;3;38;0;6
4;3;50;2;6;3;4;3;4;3,5;2;33;0;3,71428561210632
2;2;0;1;1;3;1;7;7;4,5;3;22;0;6,57142877578735
3;2;0;2;3;3;5;2;5;3;2;58;0;2,57142853736877
3;2;6;2;6;3;1;7;4;4;3;49; ;6,85714292526245
3;2;1;1;9;3;2;6;5,5;4,5;2;59;0;6,85714292526245
3;2;21;1;6;3;1;5;5,5;6;2;43;1;6,42857122421265
3;2;0;1;2;3;4;2;5;5;2;63; ;7
3;1;21;1;4;3;2;5;6,5;6;2;60;0;6,7142858505249
2;2;1;1;6;3;3;5;5;4,5;2;62;0;6,42857122421265
3;2;10;1;6;3;1;2;2,5;2,5;3;35; ;3,85714292526245
3;2;98;2;6;3;6;1;7;7;3;56; ;3,57142853736877
3;2;0;2;5;3;1;6;6,5;5;2;65;0;4,57142877578735
3;2;93;2;9;3;3;5;4;3,5;3;24;0;4,2857141494751
3;2;22;1;6;3;1;7;3,5;3;3;52;0;6,85714292526245
3;2;1;1;7;3;5;5;6;6;3;34; ;7
3;1;30;1;6;3;5;5;5;5;3;21; ;5
3;2;0;2;6;3;1;7;6,5;6;1;46;0;4,2857141494751
3;2;0;2;9;3;2;6;5,5;3,5;1;50;0;5
3;2;0;2;7;3;4;1;7;5,5;2;62;0;5,2857141494751
3;2;20;2;6;3;1;5;5;2;3;58;0;6,57142877578735
3;2;1;2;5;3;1;6;4;3;1;63;0;5,85714292526245
3;2;48;2;6;3;4;4;3,5;4;1;31;1;4,42857122421265
3;2;1;1;6;3;3;5;7;7;1;34; ;4,7142858505249
3;2;0;1;6;3;3;7;4,5;3;3;65;0;7
3;2;59;1;6;3;2;5;5;6;1;36;1;5,42857122421265
3;2;1;1;4;3;5;3;6,5;6;2;39;0;5,14285707473755
4;2;0;2;9;3;2;4;4;3,5;2;56;0;4,85714292526245
3;2;61;2;8;3;1;7;7;7;3;40; ;7
3;2;74;1;6;3;1;7;6;6;2;57; ;6,57142877578735
3;2;2;2;5;3;3;4;5,5;3,5;2;53;0;6,42857122421265
3;2;10;2;5;3;4;3;7;6,5;1;36;0;6
3;2;0;1;9;3;2;4;6;6;2;51; ;3,28571438789368
3;2;1;1;8;3;4;1;5,5;4,5;1;58;0;5,14285707473755
2;2;0;2;6;3;3;1;6;6,5;2;61;1;3,14285707473755
3;2;0;1;6;3;1;7;4;7;1;54;1;7
3;2;100;2;5;3;1;5;2,5;1,5;2;53;0;7
3;2;4;2;6;3;5;2;4,5;3,5;3;41;0;5,57142877578735
3;2;1;1;6;3;2;4;4;5,5;1;1978;1;6,85714292526245
4;3;25;1;6;3;4;4;3,5;3;1;36;0;5
3;2;100;1;6;3;6;1;4,5;6;2;31;1;1
3;2;0;2;3;3;1;7;6,5;4;2;39;0;5,42857122421265
3;2;0;2;6;3;4;4;5;5;2;57; ;4
3;2;90;2;6;3;5;4;5;5;2;23; ;5,85714292526245
3;2;1;1;4;3;2;6;4,5;3,5;2;61;0;7
3;2;0;2;6;3;3;4;4,5;3,5;2;47;0;6,42857122421265
3;2;0;2;10;3;1;7;2,5;1;2;63;0;7
3;2;1;1;6;3;1;7;5;6;2;53;1;7
3;2;1;2;3;3;2;7;4,5;3;2;38;0;6,7142858505249
2;1;8;2;8;3;2;5;5,5;4;2;66;0;4,85714292526245
3;2;29;1;8;3;1;3;4,5;5;3;45;1;6,57142877578735
3;2;21;2;8;3;2;6;6;6;2;56; ;7
3;2;0;2;6;3;6;2;4;4;3;50; ;6,85714292526245
3;2;41;1;4;3;1;6;6;6;2;40; ;5,57142877578735
3;2;1;2;10;3;1;6;5;5;2;55; ;5,2857141494751
3;2;50;1;7;3;2;5;5,5;4,5;3;53;0;6,42857122421265
4;2;0;1;9;3;5;3;5;5;1;60; ;6
3;2;0;1;7;3;1;7;5;2,5;3;59;0;7
3;2;60;1;6;3;7;1;7;4,5;2;37;0;4,14285707473755
3;2;22;1;6;3;1;7;4,5;4;3;41;0;6,42857122421265
3;2;0;2;6;3;1;7;7;5;3;59;0;7
3;2;20;2;4;3;2;6;5;3;3;49;0;6,2857141494751
3;2;1;1;8;3;2;6;5,5;5;3;56;0;5,57142877578735
3;1;1;2;7;3;4;3;4;4;3;47; ;6
2;2;50;1;1;3;4;4;5;5;3;50; ;6,42857122421265
3;1;35;2;6;3;6;6;4;4;3;37; ;4,14285707473755
3;1;0;2;5;3;3;4;5;5,5;2;25;1;6
3;2;81;1;1;3;1;7;5,5;3;1;52;0;7
3;2;0;1;6;3;5;3;3;3;3;40; ;5,7142858505249
3;2;1;1;6;3;1;7;5;5,5;1;33;1;6,57142877578735
3;2;74;1;6;3;1;7;5,5;4,5;3;28;0;6,7142858505249
3;2;1;1;9;3;1;7;4,5;3,5;2;65;0;7
3;2;0;1;10;3;1;7;7;7;2;53; ;7
3;2;60;1;5;3;1;7;5;3,5;3;50;0;6,85714292526245
3;2;25;1;6;3;4;4;4;4;1;39; ;4
3;2;30;2;3;3;1;7;4,5;5;2;49;1;5,2857141494751
3;2;20;2;3;3;5;3;6;5,5;2;45;0;4,42857122421265
3;1;1;2;7;3;5;4;5;2;3;44;0;7
3;2;51;2;7;3;2;7;7;5;3;44;0;7
3;2;6;2;5;3;1;3;4;5,5;2;55;1;7
3;2;50;1;5;3;2;5;3;2;3;44;0;6,2857141494751
3;2;1;1;7;3;2;4;5,5;5;1;41;0;4,85714292526245
3;2;99;2;6;3;4;3;4,5;1,5;1;42;0;6,57142877578735
3;2;0;2;6;3;5;3;3,5;4,5;2;33;1;4
3;2;0;2;7;3;1;7;4;3;3;29;0;7
3;2;76;1;6;3;1;7;4,5;4,5;1;51; ;7
2;2;100;1;6;3;1;7;7;7;1;19; ;6
3;2;60;1;6;3;6;1;7;7;2;28; ;6,7142858505249
3;2;28;2;4;3;7;6;7;6,5;2;23;0;6,57142877578735
3;2;0;2;6;3;2;6;5;5;2;52; ;5,7142858505249
3;2;50;2;3;3;1;6;1;1;3;52; ;6,57142877578735
3;2;1;2;7;3;2;6;4,5;4,5;3;40; ;6,42857122421265
3;2;0;1;4;3;1;3;3;3;2;40; ;7
4;2;10;2;6;3;4;4;5;4,5;3;39;0;6,14285707473755
3;2;1;1;6;3;4;4;4;4;2;33; ;5,14285707473755
3;2;0;1;8;3;2;4;4;4,5;1;51;1;6,85714292526245
3;2;0;2;4;3;2;2;2,5;2;3;40;0;4
2;1;1;1;6;3;3;4;5;5;3;45; ;6,2857141494751
3;2;1;1;6;3;1;7;4;4;3;40; ;7
3;2;20;1;6;3;3;3;4;4;2;30; ;4,42857122421265
2;2;20;2;6;3;1;4;7;7;2;40; ;6,7142858505249
3;2;0;1;4;3;5;5;6;6,5;2;28;1;6
3;2;15;1;3;3;2;5;4,5;5;2;53;1;6,14285707473755
3;2;89;1;7;3;1;7;6;5;2;49;0;7
3;2;0;2;5;3;2;5;5;4,5;1;55;0;6,2857141494751
3;2;30;1;2;3;1;6;7;4,5;2;33;0;6,57142877578735
3;2;64;2;9;3;5;4;6,5;6;2;48;0;5,57142877578735
3;1;5;2;7;3;1;5;6;5;3;48;0;6,85714292526245
3;2;83;2;6;3;1;7;5,5;4;3;50;0;6,14285707473755
3;1;4;1;3;3;3;5;5,5;4;3;24;0;5,42857122421265
3;2;0;1;2;3;2;7;5;4,5;2;53;0;6,85714292526245
3;2;100;1;6;3;1;7;6,5;3,5;1;53;0;7
3;2;100;2;6;3;1;7;3,5;3,5;2;39; ;7
3;2;100; ; ;3;6;2;6;4,5; ; ;0;7
3;2;20;1;7;4;3;5;5;5,5;3;37;1;5,7142858505249
3;2;15;2;5;4;3;4;5,5;6;2;35;1;6
3;2;19;2;8;4;2;4;5,5;4,5;3;52;0;7
3;2;71;1;7;4;1;7;6;3,5;2;51;0;6,85714292526245
2;2;0;1;4;4;2;6;6;4,5;2;55;0;6
3;2;0;2;6;4;1;7;3;6;3;64;1;6,42857122421265
3;2;0;1;11;4;4;4;3;3;1;18; ;4,14285707473755
3;2;16;2;7;4;1;7;4,5;4,5;3;40; ;6,42857122421265
3;2;0;2;4;4;1;5;6;5;1;46;0;6,57142877578735
2;2;80;1;8;4;5;5;7;6,5;2;31;0;6,14285707473755
3;2;10;2;6;4;2;4;4,5;4;3;35;0;5,85714292526245
3;2;1;1;6;4;2;2;6;6;1;57; ;7
3;2;26;1;5;4;5;4;5;5;2;40; ;6
4;2;0;2;7;4;5;4;6;6;3;39; ;7
3;2;1;1;6;4;1;1;1;1;1;66; ;1
3;2;51;2;6;4;2;6;6;5,5;1;39;0;6,85714292526245
3;2;53;2;4;4;1;4;6,5;4,5;3;31;0;6
3;2;100;2;6;4;7;6;7;7;2;54; ;6,7142858505249
3;2;12;1;1;4;1;7;5;4;1;54;0;7
2;2;0;1;5;4;5;4;6,5;6;2;48;0;6,14285707473755
3;2;20;2;5;4;5;5;6,5;4;3;29;0;5,85714292526245
3;2;18;1;7;4;5;5;5;4;2;29;0;4,7142858505249
3;2;0;1;3;4;1;7;1;1;2;58; ;6,7142858505249
3;2;39;2;7;4;1;7;7;4;3;43;0;7
3;2;1;2;6;4;1;6;5;5,5;1;65;1;7
3;2;29;2;1;4;2;5;5;6,5;1;21;1;6,85714292526245
3;2;100;1;4;4;5;3;4;4;1;26; ;5,7142858505249
3;2;0;1;7;4;1;7;4,5;5;2;42;1;7
3;2;37;1;10;4;5;5;6,5;6;1;37;0;6,14285707473755
3;2;2;1;3;4;4;5;7;7;3;40; ;7
3;2;0;1;3;4;2;2;6,5;5,5;3;25;0;6,42857122421265
3;2;1;1;3;4;1;7;5,5;4,5;2;51;0;7
3;2;20;2;6;4;1;7;6;4,5;2;54;0;5,57142877578735
3;2;1;1;6;4;1;7;4;4;2;54; ;6,85714292526245
3;2;49;1;5;4;1;7;4,5;2;1;48;0;6,14285707473755
3;2;100;1;7;4;4;6;5,5;6;2;52;1;4,42857122421265
3;2;50;1;6;4;1;7;7;5,5;2;58;0;7
3;2;18;1;6;4;4;4;6,5;5;1;24;0;5,57142877578735
1;2;72;1;6;4;1;7;1;1;3;40; ;5,85714292526245
3;2;8;1;4;4;5;4;5;4,5;1;23;0;6
3;2;9;1;5;4;1;7;5;5;2;51; ;6,7142858505249
3;2;63;2;4;4;6;6;5;5;1;61; ;7
3;2;0;1;6;4;2;7;1,5;2,5;3;44;1;4
3;2;1;2;5;4;1;7;5,5;4,5;2;52;0;6,42857122421265
3;2;45;1;6;4;1;7;4,5;2,5;2;43;0;6,42857122421265
3;2;15;2;8;4;1;7;7;5,5;3;44;0;6,57142877578735
3;2;17;1;6;4;4;4;4;4;2;58; ;6,85714292526245
3;2;0;2;3;4;3;6;5,5;4;1;53;0;6,85714292526245
3;2;0;1;7;4;3;6;5,5;5;1;42;0;6,85714292526245
3;2;0;2;1;4;1;7;3,5;2;2;63;0;4,2857141494751
3;2;40;2;8;4;1;7;5;4,5;1;36;0;6,7142858505249
3;2;50;1;6;4;3;5;6,5;6,5;1;24; ;6,57142877578735
3;2;7;2;7;4;2;5;4,5;4;3;65;0;5,57142877578735
3;2;2;2;1;4;1;7;4,5;3,5;1;57;0;6,7142858505249
3;2;0;2;5;4;2;7;5;5,5;3;56;1;7
3;2;100;1;1;4;1;7;5;4,5;3;25;0;6,57142877578735
3;2;100;2;4;4;4;4;4;4;1;42; ;4
3;2;29;2;3;4;1;6;6;5,5;1;58;0;7
4;3;10;2;6;4;3;3;3;2,5;1;39;0;3,42857146263123
3;2;33;2;6;4;4;5;5,5;5,5;1;34; ;6,85714292526245
3;2;96;2;4;4;1;7;4,5;4;3;49;0;6,85714292526245
3;2;33;2;4;4;2;6;5,5;5,5;2;46; ;6,57142877578735
3;2;49;2;7;4;2;6;5;4,5;3;54;0;6,7142858505249
3;2;2;1;7;4;4;3;3;2,5;3;38;0;6,7142858505249
3;2;41;1;6;4;1;7;4;4,5;2;56;1;6,7142858505249
3;2;1;2;3;4;4;4;3,5;3;2;65;0;6,85714292526245
3;2;0;1;6;4;1;7;6;4,5;2;54;0;5,7142858505249
3;2;80;2;6;4;2;7;5,5;5;3;55;0;5,85714292526245
3;2;1;1;5;4;2;4;3;3;1;66; ;6,42857122421265
3;2;0;1;6;4;1;7;7;7;2;57; ;7
3;2;0;1;6;4;1;6;3;1,5;3;29;0;7
3;2;0;1;6;4;2;6;7;5,5;3;52;0;6,7142858505249
3;2;61;2;4;4;4;3;3,5;3;1;55;0;6,42857122421265
3;2;0;2;6;4;1;7;4,5;2;3;61;0;6,42857122421265
3;2;1;1;3;4;3;4;3;2;2;52;0;7
3;2;30;1;4;4;1;7;4;3;2;59;0;6,14285707473755
3;2;30;1;6;4;1;7;4,5;4,5;1;51; ;7
3;2;10;2;6;4;1;6;4;3;1;20;0;6,2857141494751
3;2;0;1;3;4;4;5;4,5;5,5;1;29;1;4,85714292526245
3;2;52;1;5;4;1;1;4;6;1;38;1;6,42857122421265
3;2;2;1;6;4;1;7;5,5;3,5;1;51;0;6
3;2;0;2;1;4;2;7;4,5;5,5;1;66;1;6,42857122421265
3;2;0;2;5;4;1;6;5,5;4;2;57;0;6,42857122421265
3;2;60;2;6;4;1;7;6,5;6;2;38;0;6,85714292526245
3;2;0;2;4;4;1;7;5;5;2;61; ;7
3;2;1;1;4;4;1;7;6,5;4,5;2;32;0;6,2857141494751
3;2;0;2;8;4;2;5;7;6,5;1;66;0;6,57142877578735
3;2;0;2;5;4;2;6;4;3;2;52;0;6,14285707473755
3;2;5;1;4;4;1;7;5;5;2;63; ;7
3;2;1;1;6;4;3;2;7;6;2;51;0;4,85714292526245
3;2;0;2;4;4;3;5;6,5;7;2;64;1;7
3;2;30;1;6;4;5;4;5;4,5;2;33;0;6,7142858505249
3;2;20;2;6;4;2;7;4;4,5;2;66;1;6,57142877578735
3;2;40;1;5;4;4;3;4,5;4;3;30;0;4,57142877578735
3;2;0;2;8;4;1;7;3,5;5,5;2;65;1;5,7142858505249
3;2;20;1;4;4;1;6;5,5;5;2;61;0;7
3;2;18;2;9;4;4;5;5,5;5;3;44;0;6,14285707473755
3;2;5;2;6;4;1;6;4,5;4,5;2;65; ;6,42857122421265
3;2;10;1;6;4;5;6;4,5;7;1;28;1;6,57142877578735
3;2;2;2;4;4;1;5;5;3,5;1;62;0;6
3;2;0;1;6;4;4;4;4;4;1;52; ;4
3;2;0;2;7;4;1;4;5;4,5;3;56;0;5,85714292526245
3;2;0;2;3;4;2;7;6;5;2;44;0;6,85714292526245
3;2;14;1;6;4;2;5;5,5;4,5;2;62;0;6,85714292526245
3;2;39;1;6;4;2;7;6;6,5;3;54;1;6,14285707473755
3;2;9;2;7;4;5;4;6;6,5;2;64;1;4,85714292526245
3;2;0;2;7;4;1;7;6;4,5;3;40;0;7
3;2;0;1;5;4;1;7;5;6,5;1;39;1;7
2;2;1;2;5;4;2;6;5,5;5;3;62;0;6,14285707473755
3;2;1;1;11;4;4;6;5,5;7;2;52;1;7
3;2;0;2;7;4;1;7;3,5;3,5;2;55; ;5,14285707473755
3;1;100;1;6;4;2;6;5;5;3;55; ;6,57142877578735
3;2;0;1;6;4;1;6;5;5,5;2;45;1;6,85714292526245
3;2;0;2;6;4;1;7;6;6;2;61; ;6,85714292526245
4;3;5;1;6;4;4;4;5;6;2;56;1;6,2857141494751
3;2;0;1;6;4;1;7;5;4;1;52;0;7
3;2;0;1;5;4;1;7;4;4;2;35; ;6,85714292526245
3;2;6;1;6;4;2;6;4,5;4,5;3;30; ;6,14285707473755
3;2;0;1;7;4;1;7;3;1,5;2;29;0;6,85714292526245
3;2;1;1;9;4;4;4;4;4;2;62; ;5
3;2;0;2;7;4;2;6;6;6;2;53; ;7
3;2;12;2;6;4;2;7;6;6;1;63; ;6
3;2;0;2;7;4;2;6;5;6;1;57;1;6,7142858505249
2;2;80;1;6;4;1;7;7;7;1;59; ;7
3;2;17;1;6;4;2;6;5;5,5;1;49;1;6,7142858505249
3;2;1;2;4;4;2;6;5,5;3;1;58;0;6,7142858505249
3;2;0;2;5;4;2;7;6,5;6;1;61;0;7
3;2;60;1;5;4;1;5;4,5;4;1;58;0;4,85714292526245
3;2;10;1;6;4;1;5;5,5;3,5;1;63;0;5,57142877578735
3;2;0;2;6;4;1;4;5;6,5;2;66;1;7
3;2;40;1;4;4;1;6;4,5;4;3;29;0;6,85714292526245
2;2;9;1;4;4;3;5;3;7;1;53;1;5,7142858505249
3;2;20;2;6;4;2;6;5;4,5;2;32;0;6,57142877578735
3;2;40;1;5;4;3;6;5,5;6;1;32;1;6,57142877578735
3;2;91;2;6;4;1;7;5,5;5,5;2;51; ;6,57142877578735
3;2;0;2;5;4;1;7;4,5;5;2;52;1;7
3;2;1;1;6;4;3;3;5;5;1;50; ;5,42857122421265
3;2;0;2;6;4;2;2;6,5;5;2;26;0;6,85714292526245
3;2;4;2;1;4;7;1;1;1;1;23; ;1
3;2;0;2;8;4;1;6;5,5;4,5;3;38;0;4,85714292526245
3;1;100;1;11;4;5;4;5,5;5,5;1;20; ;3,57142853736877
3;2;0;1;5;4;4;4;3,5;3,5;3;33; ;4
3;1;39;2;7;4;6;2;5,5;6;2;47;1;6,85714292526245
3;2;63;2;3;4;6;5;5,5;4;1;29;0;5,57142877578735
3;2;1;2;6;4;1;7;5,5;5;2;62;0;6,85714292526245
3;2;74;1;1;4;1;7;5,5;2,5;2;60;0;6,14285707473755
3;2;0;1;5;4;1;7;2;3;2;50;1;7
3;2;40;1;7;4;1;7;6,5;6;1;57;0;6,57142877578735
3;2;0;1;3;4;1;7;5;5;3;31; ;6,42857122421265
3;2;0;1;6;4;5;4;5;3,5;3;51;0;5,7142858505249
3;2;40;1;7;4;1;7;6;4,5;2;45;0;6,85714292526245
3;2;0;1;6;4;4;4;4,5;3,5;3;28;0;6,7142858505249
2;2;57;1;11;4;4;4;3;4;1;34;1;3,71428561210632
3;2;29;2;4;4;1;5;4;3;3;62;0;5,57142877578735
3;1;50;2;5;4;1;7;5;5;2;56; ;6,42857122421265
3;2;0;2;7;4;3;5;5;5;3;53; ;6,14285707473755
3;2;1;2;7;4;4;3;7;7;3;55; ;3,28571438789368
3;2;0;2;8;4;1;7;6;6;2;60; ;7
3;2;0;1;8;4;1;1;7;4,5;3;62;0;7
3;2;0;2;6;4;1;7;7;7;1;20; ;6,57142877578735
2;2;0;1;6;4;1;7;7;7;2;30; ;7
3;2;50;1;6;4;4;4;4;4;1;44; ;7
3;2;0;2;6;4;3;5;4;3,5;1;56;0;4,14285707473755
3;2;47;2;9;4;3;6;7;7;3;53; ;6,7142858505249
3;2;51;1;6;4;2;2;5,5;5;1;59;0;6,2857141494751
3;2;1;2;7;4;1;5;3,5;4;2;41;1;6,2857141494751
3;2;100;2;8;4;1;7;5,5;4,5;3;55;0;6,7142858505249
3;2;0;1;6;4;4;6;5;3,5;2;38;0;7
3;2;1;1;7;4;1;7;6;6;2;64; ;6,14285707473755
3;2;2;2;6;4;2;6;3,5;3,5;3;36; ;6,57142877578735
3;2;100;2;6;4;1;7;4;4;1;57; ;7
3;2;10;2;6;4;1;7;2;3;2;39;1;6,57142877578735
3;2;0;1;11;4;7;7;7;7;1;23; ;7
3;2;100;1;6;4;2;7;6;5;2;62;0;6,14285707473755
3;2;0;2;7;4;3;2;5;3,5;2;56;0;4,7142858505249
3;2;0;2;6;4;1;6;5,5;4,5;3;66;0;7
3;1;25;1;6;4;1;7;7;7;1;32; ;7
3;2;40;2;7;4;2;4;5;5,5;2;62;1;6,85714292526245
3;2;0;1;7;4;5;2;6,5;3,5;3;24;0;6,42857122421265
3;2;13;1;6;4;1;1;6,5;4,5;2;65;0;7
3;2;0;2;5;4;1;5;6;5,5;3;35;0;7
3;2;31;1;6;4;7;4;5;6;1;36;1;6,57142877578735
3;2;0;2;9;4;6;3;7;7;2;60; ;7
3;2;10;2;6;4;2;3;4,5;4;3;65;0;6,14285707473755
3;2;2;1;8;4;1;7;4,5;4;2;56;0;7
3;2;40;2;3;4;2;5;3,5;2;2;41;0;5,42857122421265
3;2;100;1;2;4;1;7;4;5;1;19;1;7
3;2;0;2;6;4;1;7;6;5;2;64;0;7
3;2;0;1;6;4;2;2;6,5;5;2;51;0;6,2857141494751
3;2;0;1;3;4;1;7;5,5;4,5;1;19;0;7
3;2;0;1;5;4;1;7;4;2;3;47;0;6,7142858505249
3;2;0;2;4;4;1;7;5;4;2;48;0;6,85714292526245
3;2;19;1;7;4;1;7;3;2;2;54;0;6,42857122421265
3;2;20;1;5;4;1;7;6;5,5;3;25;0;6,42857122421265
3;2;30;1;8;4;4;4;7;7;3;44; ;4,42857122421265
3;2;0;2;7;4;1;7;6,5;5,5;2;64;0;6,85714292526245
3;2;33;2;4;4;1;7;5;4;2;39;0;6
3;2;0;1;6;4;4;7;5,5;5,5;1;53; ;6,7142858505249
3;2;28;1;11;4;5;5;5;5,5;2;40;1;5,14285707473755
3;2;60;2;7;4;5;5;6;5,5;3;30;0;6,7142858505249
3;2;0;2;9;4;1;7;5,5;6,5;2;58;1;6,7142858505249
3;1;100;2;7;4;1;6;5,5;5;1;42;0;7
3;2;0;2;3;4;1;7;4,5;1,5;3;55;0;6,42857122421265
3;2;100;1;6;4;1;1;1;1;1;34; ;1
3;2;1;2;6;4;3;1;4;4;1;50; ;4,85714292526245
3;2;0;2;6;4;2;3;5;5;1;38; ;6,42857122421265
3;2;0;2;8;4;1;7;7;5,5;1;35;0;7
3;2;1;1;6;4;1;7;2,5;4;2;40;1;7
3;2;5;2;8;4;3;6;5,5;6;2;38;1;6,57142877578735
3;2;100;1;6;4;3;3;4;4;1;31; ;4
3;2;80;1;6;4;1;4;6,5;5,5;3;41;0;7
3;2;0;1;6;4;1;4;4,5;4,5;1;51; ;7
2;1;40;2;6;4;2;7;4;4,5;3;29;1;7
3;2;100;2;6;4;1;7;5;1,5;1;35;0;7
3;2;100;1;5;4;2;6;5,5;6;3;27;1;6,85714292526245
3;2;0;2;6;4;1;6;4,5;3,5;1;55;0;5,85714292526245
3;2;5;2;3;4;1;7;7;7;1;32; ;7
3;2;50;2;4;4;2;5;4;4,5;2;49;1;6
3;2;0;1;6;4;1;7;6,5;6,5;2;54; ;7
4;3;52;2;6;4;3;4;3,5;3,5;1;19; ;3,57142853736877
3;2;40;2;7;4;4;5;5;5;2;51; ;5,2857141494751
3;2;0;2;4;4;4;2;5;3,5;2;57;0;6,14285707473755
3;2;100;2;6;4;4;4;4,5;3;2;32;0;3
2;2;0;1;4;4;3;5;6;5;2;22;0;6,2857141494751
